Recipe:
1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com
0.98,ounce,fresh parsley
0.37,ounce,salt
0.12,ounce,garlic powder
0.06,ounce,pepper
5.89,ounce,matzo meal
0.14,ounce,baking powder
47.15,ounce,chicken broth
1.47,ounce,yellow onion
1.47,ounce,cherry
2.95,ounce,red bell pepper
0.37,ounce,coriander
0.74,ounce,garlic
0.04,ounce,saffron
0.06,ounce,red pepper

Recipe:
Throwdown's Matzo Ball Soup Recipe : Bobby Flay : Food Network
53.61,ounce,chicken
0.81,ounce,chive
8.66,ounce,egg
1.22,ounce,dill
0.54,ounce,seltzer
0.09,ounce,white sugar
0.11,ounce,salt
0.02,ounce,pepper
4.33,ounce,matzo meal
4.33,ounce,yellow onion
6.5,ounce,carrot
3.25,ounce,celery
0.14,ounce,bay leaf
0.09,ounce,white peppercorn
4.33,ounce,fresh parsley
5.41,ounce,thyme
2.17,ounce,water
4.33,ounce,jalapeno
0.05,ounce,salt and pepper

Recipe:
Sephardic Chicken Soup with Sofrito and Herbed Matzo Balls Recipe : Bobby Flay : Food Network
11.79,ounce,egg
0.12,ounce,vegetable oil
0.49,ounce,olive oil
25.05,ounce,chicken
0.74,ounce,water
0.98,ounce,fresh parsley
0.37,ounce,salt
0.12,ounce,garlic powder
0.06,ounce,pepper
5.89,ounce,matzo meal
0.14,ounce,baking powder
47.15,ounce,chicken broth
1.47,ounce,yellow onion
1.47,ounce,cherry
2.95,ounce,red bell pepper
0.37,ounce,coriander
0.74,ounce,garlic
0.04,ounce,saffron
0.06,ounce,red pepper

Recipe:
Butternut Squash and Apple Soup Recipe : Michael Chiarello : Food Network
0.51,ounce,butter
6.08,ounce,leek
0.25,ounce,garlic
24.3,ounce,squash
12.15,ounce,apple
0.17,ounce,french bread
26.33,ounce,chicken broth
0.61,ounce,salt
20.25,ounce,walnut
1.01,ounce,fennel seed
0.25,ounce,coriander
0.27,ounce,pepper
0.13,ounce,red pepper
1.01,ounce,chili powder
0.55,ounce,cinnamon
2.03,ounce,vegetable oil
4.05,ounce,white sugar
0.04,ounce,cayenne pepper

Recipe:
Pear Soup Recipe : Michael Chiarello : Food Network
52.63,ounce,pea
3.29,ounce,lemon juice
7.68,ounce,butter
1.1,ounce,sage
8.77,ounce,brown sugar
0.22,ounce,salt
8.77,ounce,cheese
8.77,ounce,raisin
8.77,ounce,vegetarian burger

Recipe:
Hearty Tomato Soup with Lemon and Rosemary Recipe : Giada De Laurentiis : Food Network
1.06,ounce,butter
4.25,ounce,white onion
8.51,ounce,carrot
4.25,ounce,garlic
15.95,ounce,refried bean
29.77,ounce,crushed tomato
25.52,ounce,chicken broth
0.27,ounce,bay leaf
0.18,ounce,rosemary
0.09,ounce,red pepper
0.13,ounce,salt
0.09,ounce,pepper
5.67,ounce,half-and-half
4.25,ounce,lemon

Recipe:
Homemade Chicken Broth Recipe : Daisy Martinez : Food Network
60.3,ounce,chicken
24.12,ounce,spanish onion
3.02,ounce,red bell pepper
3.02,ounce,garlic
6.03,ounce,coriander
0.25,ounce,pepper
0.19,ounce,bay leaf
0.06,ounce,annatto seed
3.02,ounce,ham

Recipe:
Sopa Marquis Recipe : Daisy Martinez : Food Network
1.97,ounce,chicken broth
11.8,ounce,celery
7.87,ounce,carrot
7.87,ounce,egg noodles
0.25,ounce,olive oil
0.08,ounce,avocado
5.9,ounce,coriander
2.95,ounce,lime
39.34,ounce,chicken
15.74,ounce,spanish onion
1.97,ounce,red bell pepper
1.97,ounce,garlic
0.16,ounce,pepper
0.12,ounce,bay leaf
0.04,ounce,annatto seed
1.97,ounce,ham

Recipe:
Bar Americain Sweet Potato Chowder Recipe : Bobby Flay : Food Network
1.28,ounce,butter
1.7,ounce,spanish onion
3.41,ounce,garlic
13.63,ounce,potato
0.17,ounce,salt and pepper
10.22,ounce,white wine
61.35,ounce,clam
0.14,ounce,white sugar
3.41,ounce,bacon
0.28,ounce,honey
2.27,ounce,cherry
1.7,ounce,half-and-half
0.43,ounce,tarragon

Recipe:
Vietnamese Rice Soup Recipe : Emeril Lagasse : Food Network
20.75,ounce,chicken
51.86,ounce,water
0.49,ounce,ginger
3.89,ounce,yellow onion
0.65,ounce,garlic
5.19,ounce,mushroom
0.32,ounce,peanut
2.59,ounce,shiitake mushroom
5.19,ounce,shrimp
2.59,ounce,jasmine rice
0.65,ounce,tapioca
2.59,ounce,green onion
1.3,ounce,coriander
0.65,ounce,half-and-half
1.3,ounce,soy sauce

Recipe:
Cool Cucumber Soup Recipe : Ellie Krieger : Food Network
49.05,ounce,yogurt
32.7,ounce,cucumber
4.09,ounce,green onion
3.07,ounce,half-and-half
0.2,ounce,salt and pepper
10.22,ounce,roma tomato
0.68,ounce,olive oil

Recipe:
Black Bean Soup Recipe : Dave Lieberman : Food Network
13.9,ounce,bacon
27.8,ounce,white onion
2.78,ounce,garlic
2.78,ounce,chicken broth
16.68,ounce,chopped tomato
1.39,ounce,ketchup
0.46,ounce,worcestershire
0.7,ounce,chili powder
2.78,ounce,black bean
0.14,ounce,salt and pepper
11.12,ounce,coriander
2.78,ounce,lime
5.56,ounce,green onion
5.56,ounce,sour cream
5.56,ounce,cheddar cheese

Recipe:
Fish Consomme with Shrimp Dumplings and Edamame Recipe : Robert Irvine : Food Network
2.18,ounce,white onion
2.18,ounce,lemon grass
1.09,ounce,celery
2.18,ounce,water
0.55,ounce,ginger
15.29,ounce,shrimp
24.03,ounce,egg
34.95,ounce,fish stock
2.18,ounce,lemon
8.74,ounce,edamame
6.55,ounce,green onion
0.05,ounce,salt and pepper

Recipe:
Slightly Cooked Gazpacho Recipe : Michael Chiarello : Food Network
3.35,ounce,olive oil
0.67,ounce,garlic
5.35,ounce,carrot
32.13,ounce,vegetable juice
1.34,ounce,lemon juice
10.71,ounce,celery
10.71,ounce,cucumber
5.35,ounce,red onion
5.35,ounce,zucchini
0.13,ounce,salt
0.13,ounce,pepper
21.42,ounce,roma tomato
1.34,ounce,fresh parsley
1.34,ounce,basil
0.67,ounce,red wine vinegar

Recipe:
Egg Drop Shrimp Noodle Soup Recipe : Emeril Lagasse : Food Network
54.39,ounce,chicken broth
9.07,ounce,shrimp
0.38,ounce,soy sauce
9.07,ounce,shiitake mushroom
4.53,ounce,mushroom
4.53,ounce,carrot
0.19,ounce,garlic
0.28,ounce,ginger
2.27,ounce,green onion
4.53,ounce,chicken
2.27,ounce,coriander
2.27,ounce,refried bean
-0.57,ounce,spaghetti
4.53,ounce,egg
2.27,ounce,lime

Recipe:
Super Quick Minestrone Recipe : Michael Chiarello : Food Network
4.69,ounce,fettuccine
2.34,ounce,olive oil
28.14,ounce,chicken broth
2.34,ounce,pancetta
1.17,ounce,garlic
9.38,ounce,yellow onion
4.69,ounce,celery
4.69,ounce,carrot
0.29,ounce,rosemary
8.21,ounce,cannellini bean
1.17,ounce,diced tomato
18.76,ounce,zucchini
9.38,ounce,potato
0.06,ounce,salt and pepper
4.69,ounce,parmesan cheese

Recipe:
Honey Roasted Parsnip Bisque Recipe :   : Food Network
25.36,ounce,parsnip
1.59,ounce,vegetable oil
0.4,ounce,salt
2.38,ounce,honey
38.04,ounce,water
6.34,ounce,fresh parsley
3.17,ounce,carrot
3.17,ounce,white onion
0.2,ounce,bay leaf
0.33,ounce,pepper
19.02,ounce,half-and-half

Recipe:
Creamy Artichoke Soup Recipe : Giada De Laurentiis : Food Network
2.34,ounce,olive oil
18.7,ounce,leek
4.67,ounce,garlic
9.35,ounce,potato
18.7,ounce,artichoke
37.39,ounce,chicken broth
0.19,ounce,salt
0.1,ounce,pepper
6.23,ounce,mascarpone
2.34,ounce,half-and-half

Recipe:
Green Pea Soup Recipe : Ellie Krieger : Food Network
0.39,ounce,olive oil
27.82,ounce,white onion
46.36,ounce,chicken broth
0.29,ounce,tarragon
0.19,ounce,salt
0.23,ounce,pepper
23.18,ounce,pea
1.55,ounce,yogurt

Recipe:
Shrimp Bisque with Shrimp Boulettes Recipe : Emeril Lagasse : Food Network
0.95,ounce,butter
6.63,ounce,yellow onion
2.84,ounce,carrot
3.08,ounce,celery
1.14,ounce,garlic
0.12,ounce,bay leaf
0.57,ounce,salt
0.26,ounce,pepper
32.21,ounce,shrimp
1.89,ounce,white wine
31.02,ounce,water
0.29,ounce,cayenne pepper
0.47,ounce,tomato paste
1.89,ounce,brandy
0.12,ounce,tarragon
0.28,ounce,thyme
4.74,ounce,half-and-half
0.16,ounce,lemon juice
3.79,ounce,rice
0.24,ounce,red bell pepper
0.16,ounce,fresh parsley
0.16,ounce,dry mustard
0.47,ounce,parmesan cheese
0.01,ounce,red pepper
0.01,ounce,worcestershire
1.89,ounce,vegetable oil
1.89,ounce,bread crumb
0.24,ounce,emeril's southwest essence
0.95,ounce,flour
0.59,ounce,paprika
0.47,ounce,garlic powder
0.24,ounce,onion powder
0.24,ounce,oregano

Recipe:
Chilled Basil-Champagne Fruit Soup with Madeleines Recipe : Emeril Lagasse : Food Network
18.97,ounce,apple
4.74,ounce,melon
28.46,ounce,water
18.97,ounce,white sugar
4.74,ounce,orange juice
0.4,ounce,lemon
2.37,ounce,lemon juice
2.37,ounce,half-and-half
18.97,ounce,ham

Recipe:
Lentil Soup with Beef Recipe : Giada De Laurentiis : Food Network
0.98,ounce,olive oil
23.47,ounce,ground beef
0.1,ounce,salt and pepper
1.96,ounce,celery
7.82,ounce,carrot
3.91,ounce,white onion
1.96,ounce,garlic
0.24,ounce,rosemary
0.24,ounce,oregano
13.69,ounce,chicken broth
27.38,ounce,diced tomato
15.65,ounce,lentil
2.61,ounce,fresh parsley

Recipe:
Cioppino Recipe : Giada De Laurentiis : Food Network
0.84,ounce,olive oil
2.24,ounce,fennel
2.24,ounce,white onion
6.73,ounce,shallot
0.19,ounce,salt
1.12,ounce,garlic
0.07,ounce,red pepper
1.12,ounce,tomato paste
15.71,ounce,diced tomato
6.73,ounce,white wine
22.45,ounce,fish stock
0.14,ounce,bay leaf
8.98,ounce,clam
8.98,ounce,mussel
8.98,ounce,shrimp
13.47,ounce,halibut

Recipe:
Baked Potato Soup Recipe : Aida Mollenkamp : Food Network
3.62,ounce,bacon
3.62,ounce,yellow onion
1.81,ounce,garlic
10.86,ounce,potato
0.45,ounce,red wine vinegar
57.92,ounce,chicken broth
3.62,ounce,sourdough round
3.62,ounce,cheddar cheese
3.62,ounce,sour cream
10.86,ounce,green onion

Recipe:
Christmas Soup Recipe : Alton Brown : Food Network
11.42,ounce,kielbasa
2.86,ounce,vegetable oil
11.42,ounce,garlic
11.42,ounce,red kidney bean
45.69,ounce,chicken broth
11.42,ounce,potato
4.28,ounce,white wine
1.43,ounce,red wine vinegar
0.06,ounce,pepper

Recipe:
Guinness and Onion Soup with Irish Cheddar Crouton Recipe : Michael Chiarello : Food Network
0.66,ounce,olive oil
6.6,ounce,garlic
42.22,ounce,white onion
0.07,ounce,salt
0.33,ounce,thyme
1.32,ounce,vinegar
7.92,ounce,beer
31.66,ounce,stock
3.96,ounce,french bread
5.28,ounce,cheddar cheese

Recipe:
Roasted Tomato Soup with Croutons Recipe : Michael Chiarello : Food Network
49.97,ounce,roma tomato
6.25,ounce,olive oil
1.56,ounce,balsamic vinegar
1.56,ounce,garlic
6.25,ounce,salt
0.07,ounce,pepper
6.25,ounce,yellow onion
12.49,ounce,half-and-half
12.49,ounce,water
3.12,ounce,french bread

Recipe:
Pasta e Fagioli Recipe : Giada De Laurentiis : Food Network
5.13,ounce,thyme
1.28,ounce,rosemary
0.32,ounce,bay leaf
1.28,ounce,olive oil
0.64,ounce,butter
10.26,ounce,white onion
3.85,ounce,pancetta
0.43,ounce,garlic
59.01,ounce,chicken broth
6.41,ounce,red kidney bean
7.7,ounce,fettuccine
0.13,ounce,pepper
0.13,ounce,red pepper
3.42,ounce,parmesan cheese

Recipe:
Chicken Tortilla Soup with Chipotle and Fire Roasted Tomato Recipe : Rachael Ray : Food Network
16.67,ounce,chicken broth
11.11,ounce,chicken
0.17,ounce,bay leaf
0.35,ounce,olive oil
2.78,ounce,bacon
2.78,ounce,white onion
5.56,ounce,garlic
0.69,ounce,chipotle chili pepper
19.44,ounce,roma tomato
2.78,ounce,salt
22.22,ounce,tortilla chip
11.11,ounce,cheese
2.78,ounce,lime
1.39,ounce,red onion
0.17,ounce,coriander

Recipe:
Smoked Sausage, Butternut Squash and Wild Rice Soup Recipe : Emeril Lagasse : Food Network
27.4,ounce,squash
0.43,ounce,olive oil
1.71,ounce,salt
0.04,ounce,pepper
41.1,ounce,chicken broth
8.56,ounce,white onion
3.42,ounce,rice
5.14,ounce,kielbasa
6.85,ounce,corn kernel
5.14,ounce,half-and-half
0.21,ounce,fresh parsley

Recipe:
Bird to the Last Drop Recipe : Alton Brown : Food Network
65.57,ounce,vegetable stock
19.47,ounce,turkey
10.25,ounce,mixed vegetables
4.1,ounce,rice
0.17,ounce,italian seasoning
0.34,ounce,thyme
0.1,ounce,salt and pepper

Recipe:
Capellini Soup with Rich Chicken Brodo Recipe : Michael Chiarello : Food Network
32.54,ounce,chicken
0.05,ounce,salt
0.05,ounce,pepper
1.02,ounce,olive oil
4.07,ounce,yellow onion
1.02,ounce,celery
4.07,ounce,carrot
0.13,ounce,porcini mushroom
4.07,ounce,red wine
0.13,ounce,bay leaf
40.67,ounce,water
8.13,ounce,fettuccine
1.02,ounce,fresh parsley
3.05,ounce,parmesan cheese

Recipe:
Ribollita Recipe : Giada De Laurentiis : Food Network
1.83,ounce,olive oil
3.65,ounce,white onion
3.65,ounce,carrot
3.65,ounce,pancetta
3.65,ounce,garlic
0.15,ounce,salt
0.15,ounce,pepper
0.46,ounce,tomato paste
13.69,ounce,diced tomato
14.6,ounce,spinach
13.69,ounce,refried bean
0.46,ounce,herbs de provence
21.9,ounce,chicken broth
0.23,ounce,bay leaf
3.65,ounce,parmesan cheese
14.6,ounce,ciabatta

Recipe:
Pea and Basil Soup Recipe : Giada De Laurentiis : Food Network
1.18,ounce,olive oil
0.59,ounce,butter
4.72,ounce,white onion
2.36,ounce,garlic
0.2,ounce,salt
0.1,ounce,pepper
42.48,ounce,pea
7.08,ounce,basil
18.88,ounce,chicken broth
18.88,ounce,half-and-half
1.18,ounce,cheese
2.36,ounce,red bell pepper

Recipe:
Pumpkin Soup with Chili Cran-Apple Relish Recipe : Rachael Ray : Food Network
0.44,ounce,olive oil
0.88,ounce,butter
0.22,ounce,bay leaf
2.64,ounce,celery
3.52,ounce,yellow onion
0.09,ounce,salt and pepper
1.32,ounce,flour
0.29,ounce,italian seasoning
0.29,ounce,chile sauce
42.22,ounce,chicken broth
24.63,ounce,pumpkin puree
14.07,ounce,half-and-half
0.07,ounce,nutmeg
3.52,ounce,apple
0.88,ounce,red onion
0.88,ounce,lemon juice
3.52,ounce,cranberry
0.15,ounce,chili powder
0.29,ounce,honey
0.07,ounce,cinnamon

Recipe:
Next Day Turkey Soup Recipe : Michael Chiarello : Food Network
46.46,ounce,chicken broth
20.33,ounce,turkey
2.9,ounce,white onion
5.81,ounce,carrot
4.36,ounce,celery
0.18,ounce,bay leaf
1.45,ounce,garlic
0.73,ounce,olive oil
17.42,ounce,brussels sprouts
0.36,ounce,sage

Recipe:
Silky Cauliflower Soup with Parmesan Crisps Recipe : Dave Lieberman : Food Network
6.55,ounce,cauliflower
1.64,ounce,olive oil
6.55,ounce,white onion
6.55,ounce,garlic
52.37,ounce,chicken broth
19.64,ounce,parmesan cheese
0.16,ounce,salt and pepper
6.55,ounce,half-and-half

Recipe:
Melon and Prosciutto Straight Up Recipe : Michael Chiarello : Food Network
10.76,ounce,canteloupe
0.45,ounce,salt
86.1,ounce,prosciutto
2.69,ounce,half-and-half

Recipe:
Creamy Tomato Soup and Italian Patty Melts Recipe : Rachael Ray : Food Network
27.0,ounce,milk
11.81,ounce,diced tomato
0.42,ounce,tomato paste
6.75,ounce,white onion
0.25,ounce,salt and pepper
0.14,ounce,white sugar
1.69,ounce,flour
0.84,ounce,butter
1.69,ounce,celery
5.06,ounce,garlic
6.75,ounce,hazelnut
10.13,ounce,water
3.8,ounce,olive oil
0.04,ounce,nutmeg
3.38,ounce,parmesan cheese
3.38,ounce,pork sausage
3.38,ounce,red bell pepper
6.75,ounce,french bread
6.75,ounce,provolone

Recipe:
Cioppino Recipe : Michael Chiarello : Food Network
-0.24,ounce,seafood broth
0.02,ounce,saffron
0.73,ounce,olive oil
0.49,ounce,garlic
2.93,ounce,white onion
0.98,ounce,fennel
0.02,ounce,salt and pepper
0.16,ounce,fennel seed
0.12,ounce,bay leaf
0.04,ounce,oregano
0.24,ounce,tomato paste
6.84,ounce,roma tomato
7.82,ounce,white wine
0.98,ounce,pernod
4.89,ounce,jalapeno
2.93,ounce,fresh parsley
0.37,ounce,basil
0.24,ounce,tarragon
7.82,ounce,clam
3.91,ounce,crab meat
3.91,ounce,shrimp
0.73,ounce,butter
7.82,ounce,halibut
2.93,ounce,scallop
21.5,ounce,white fish
19.54,ounce,water
1.47,ounce,mushroom
0.24,ounce,shallot
0.24,ounce,lemon juice
0.24,ounce,thyme
0.08,ounce,white peppercorn

Recipe:
Mexican Corn Soup Recipe : Ingrid Hoffmann : Food Network
32.14,ounce,corn kernel
10.71,ounce,roma tomato
21.42,ounce,chicken broth
0.11,ounce,oregano
5.36,ounce,bacon
10.71,ounce,white onion
5.36,ounce,garlic
0.13,ounce,salt and pepper
5.36,ounce,half-and-half
2.01,ounce,fresh parsley
5.36,ounce,sour cream
1.34,ounce,tortilla chip

Recipe:
Gazpacho Recipe :   : Food Network
23.67,ounce,roma tomato
5.92,ounce,olive oil
2.96,ounce,cider vinegar
23.67,ounce,vegetable juice
11.83,ounce,baguette
11.83,ounce,cucumber
5.92,ounce,red pepper
5.92,ounce,red onion
0.74,ounce,garlic
0.37,ounce,fresh parsley
0.37,ounce,coriander
0.74,ounce,chile sauce
0.15,ounce,salt
5.92,ounce,avocado

Recipe:
Caldo Gallego Recipe : Emeril Lagasse : Food Network
0.7,ounce,olive oil
5.59,ounce,ham
5.59,ounce,yellow onion
5.59,ounce,red bell pepper
8.39,ounce,garlic
0.35,ounce,bay leaf
0.7,ounce,salt
0.14,ounce,pepper
0.23,ounce,paprika
16.78,ounce,white bean
22.37,ounce,potato
22.37,ounce,cabbage
11.19,ounce,pork sausage

Recipe:
Deep, Down, Underground Root Cellar Soup (Celery Root and Potato Soup) Recipe : Emeril Lagasse : Food Network
2.47,ounce,bacon
3.29,ounce,leek
6.59,ounce,white onion
3.29,ounce,parsnip
36.24,ounce,celery
0.41,ounce,garlic
3.29,ounce,potato
39.53,ounce,chicken broth
0.24,ounce,salt
0.1,ounce,pepper
0.27,ounce,rosemary
3.29,ounce,half-and-half
0.14,ounce,cider vinegar
0.82,ounce,chive

Recipe:
Leftover Baked Potato Soup Recipe : Alton Brown : Food Network
1.47,ounce,butter
11.78,ounce,leek
0.74,ounce,garlic
47.14,ounce,chicken broth
15.71,ounce,potato
11.78,ounce,buttermilk
3.93,ounce,sour cream
3.93,ounce,parmesan cheese
0.41,ounce,salt
0.16,ounce,pepper
0.98,ounce,vinegar
1.96,ounce,chive

Recipe:
Clam Chowder Recipe : Alton Brown : Food Network
2.06,ounce,pork tenderloin
8.24,ounce,yellow onion
32.97,ounce,potato
10.99,ounce,milk
37.43,ounce,clam
0.07,ounce,pepper
2.75,ounce,fresh parsley
2.75,ounce,sour cream
2.75,ounce,half-and-half

Recipe:
Summer Yogurt Soup with Tomato and Basil Recipe : Michael Chiarello : Food Network
1.54,ounce,olive oil
3.07,ounce,garlic
3.07,ounce,white onion
49.16,ounce,vegetable stock
6.14,ounce,basil
0.15,ounce,salt and pepper
24.58,ounce,yogurt
12.29,ounce,roma tomato

Recipe:
Vichyssoise with Sour Cream and Chives Recipe : Robin Miller : Food Network
0.33,ounce,butter
7.89,ounce,leek
3.94,ounce,garlic
0.16,ounce,thyme
0.16,ounce,marjoram
31.55,ounce,potato
47.32,ounce,chicken broth
7.89,ounce,sour cream
0.1,ounce,pepper
0.66,ounce,chive

Recipe:
Poached Garlic Soup Recipe : Michael Chiarello : Food Network
12.66,ounce,garlic
0.79,ounce,olive oil
6.33,ounce,white onion
6.33,ounce,leek
3.17,ounce,celery
0.2,ounce,bay leaf
0.4,ounce,salt
6.33,ounce,potato
0.08,ounce,pepper
31.66,ounce,chicken broth
0.4,ounce,oregano
25.33,ounce,spinach
6.33,ounce,half-and-half

Recipe:
Cheddar Soup with Crispy Tortilla Crunch Recipe : Rachael Ray : Food Network
0.83,ounce,butter
2.22,ounce,white onion
3.34,ounce,garlic
2.22,ounce,jalapeno
1.11,ounce,red bell pepper
0.83,ounce,flour
26.69,ounce,chicken broth
8.9,ounce,half-and-half
26.69,ounce,cheddar cheese
0.06,ounce,salt and pepper
0.28,ounce,chili powder
0.14,ounce,cumin
17.79,ounce,tortilla chip
8.9,ounce,salsa

Recipe:
Creamy Corn and Vegetable Soup Recipe : Ellie Krieger : Food Network
29.43,ounce,corn kernel
14.72,ounce,milk
0.46,ounce,olive oil
14.72,ounce,white onion
7.36,ounce,red bell pepper
7.36,ounce,zucchini
14.72,ounce,vegetable broth
7.36,ounce,roma tomato
0.11,ounce,salt
0.09,ounce,pepper
3.68,ounce,basil

Recipe:
NO RECIPE RECIPE: Simple Egg Drop Soup Recipe : Aida Mollenkamp : Food Network
33.33,ounce,chicken broth
16.67,ounce,soy sauce
16.67,ounce,chile sauce
16.67,ounce,ginger
16.67,ounce,egg

Recipe:
Fulton Fish Market Cioppino with Sourdough Croutons Recipe : Bobby Flay : Food Network
1.71,ounce,olive oil
0.98,ounce,white onion
2.94,ounce,garlic
0.01,ounce,red pepper
1.96,ounce,white wine
9.8,ounce,fish stock
3.92,ounce,diced tomato
0.06,ounce,bay leaf
0.06,ounce,thyme
0.05,ounce,salt and pepper
5.88,ounce,salmon
15.67,ounce,shrimp
31.35,ounce,clam
23.51,ounce,mussel
0.49,ounce,fresh parsley
0.37,ounce,tarragon
0.24,ounce,honey
0.02,ounce,chile sauce
0.61,ounce,butter
0.12,ounce,anchovy paste
0.24,ounce,sourdough round

Recipe:
Sweet Pea Soup Recipe : Emeril Lagasse : Food Network
2.83,ounce,bacon
0.71,ounce,vegetable oil
2.12,ounce,flour
11.33,ounce,leek
45.33,ounce,stock
33.99,ounce,pea
3.54,ounce,half-and-half
0.14,ounce,salt and pepper

Recipe:
Ribollita con Verdure Recipe : Rachael Ray : Food Network
0.84,ounce,olive oil
0.56,ounce,pancetta
0.14,ounce,rosemary
6.75,ounce,garlic
2.25,ounce,white onion
4.5,ounce,carrot
0.56,ounce,zucchini
0.06,ounce,salt and pepper
2.25,ounce,red wine
8.43,ounce,crushed tomato
26.99,ounce,stock
17.99,ounce,french bread
8.43,ounce,cannellini bean
17.99,ounce,chard
2.25,ounce,parmesan cheese

Recipe:
Black Bean Stoup and Southwestern Monte Cristo Sandwiches Recipe : Rachael Ray : Food Network
0.64,ounce,olive oil
2.56,ounce,white onion
5.75,ounce,celery
5.11,ounce,garlic
2.56,ounce,jalapeno
0.16,ounce,bay leaf
2.56,ounce,red bell pepper
9.59,ounce,black bean
0.64,ounce,cumin
0.16,ounce,coriander
0.06,ounce,salt and pepper
0.21,ounce,chile sauce
20.46,ounce,vegetable stock
9.59,ounce,stewed tomato
5.11,ounce,french bread
2.56,ounce,taco sauce
1.28,ounce,lime
5.11,ounce,honey
5.11,ounce,cheese
5.11,ounce,turkey
5.11,ounce,egg
2.56,ounce,milk
0.32,ounce,butter
2.56,ounce,sour cream
5.11,ounce,green onion

Recipe:
Squash Soup Recipe : Alton Brown : Food Network
58.15,ounce,squash
4.85,ounce,butter
0.2,ounce,salt
0.2,ounce,pepper
29.08,ounce,vegetable stock
2.42,ounce,honey
0.2,ounce,ginger
4.85,ounce,half-and-half
0.05,ounce,nutmeg

Recipe:
Veal Meatball and Broccoli Rabe Stoup Recipe : Rachael Ray : Food Network
18.37,ounce,broccoli
3.06,ounce,salt
3.06,ounce,olive oil
6.12,ounce,garlic
3.06,ounce,carrot
3.06,ounce,white onion
-0.77,ounce,white bean
0.08,ounce,pepper
24.49,ounce,chicken broth
12.24,ounce,vegetable stock
4.08,ounce,fettuccine
12.24,ounce,veal
3.06,ounce,egg
3.06,ounce,bread crumb
1.53,ounce,parmesan cheese
0.19,ounce,sage
3.06,ounce,pie crust

Recipe:
Cannellini Bean Soup with Kale and Garlic-Olive Oil Crostini Recipe : Dave Lieberman : Food Network
1.92,ounce,olive oil
3.83,ounce,clove
0.32,ounce,oregano
5.75,ounce,tomato paste
0.96,ounce,red wine vinegar
14.36,ounce,cannellini bean
61.28,ounce,chicken broth
0.1,ounce,salt and pepper
7.66,ounce,white wine
3.83,ounce,baguette

Recipe:
Miso and Corn Soup Recipe : Dave Lieberman : Food Network
14.44,ounce,shallot
7.22,ounce,ginger
1.05,ounce,vegetable oil
0.9,ounce,flour
28.89,ounce,chicken broth
